Report Type,Taxonomy ID (Long Format),Item Name (VI),Unified UI Column,VCI Old Key,MAS Old Key,KBS Old Key
balance_sheet,BS_PLACEMENTS_AND_BORROWINGS_FROM_CREDIT_INSTITUTIONS,Tiền gửi và vay các Tổ chức tín dụng khác,tien_gui_va_vay_cac_to_chuc_tin_dung_khac,tien_gui_va_vay_cac_to_chuc_tin_dung_khac,ii_placements_and_borrowings_from_other_credit_institutions,ii_placements_and_borrowings_from_other_credit_institutions
balance_sheet,BS_CUSTOMER_DEPOSITS,Tiền gửi của khách hàng,customer_deposits,tien_gui_cua_khach_hang,iii_deposits_from_customers,iii_deposits_from_customers
balance_sheet,BS_DERIVATIVES_AND_OTHER_FINANCIAL_LIABILITIES,Các công cụ tài chính phái sinh và các khoản nợ tài chính khác,cac_cong_cu_tai_chinh_phai_sinh_va_cac_khoan_no_tai_chinh_khac,cac_cong_cu_tai_chinh_phai_sinh_va_cac_khoan_no_tai_chinh_khac,iv_derivatives_and_other_financial_liabilities,iv_derivatives_and_other_financial_liabilities
balance_sheet,BS_FUNDS_AND_ENTRUSTED_INVESTMENTS,"Vốn tài trợ, uỷ thác đầu tư của Chính phủ và các tổ chức tín dụng khác",von_tai_tro_uy_thac_dau_tu_cua_chinh_phu_va_cac_to_chuc_tin_dung_khac,von_tai_tro_uy_thac_dau_tu_cua_chinh_phu_va_cac_to_chuc_tin_dung_khac,,v_funds_received_from_government_and_institutions_investments_on_behalf_of_investors_syndicated_loans_of_the_bank_s_risks
balance_sheet,BS_VALUABLE_PAPERS_ISSUED,Phát hành giấy tờ có giá,valuable_papers_issued,phat_hanh_giay_to_co_gia,vi_valuable_papers_e_g_bonds_cds,vi_valuable_papers_e_g_bonds_cds
balance_sheet,BS_OTHER_LIABILITIES,Các khoản nợ khác,cac_khoan_no_khac,cac_khoan_no_khac,vii_other_liabilities | 3_other_liabilities,vii_other_liabilities
balance_sheet,BS_CHARTER_CAPITAL_AND_FUNDS,Vốn của tổ chức tín dụng,von_cua_to_chuc_tin_dung,von_cua_to_chuc_tin_dung,1_capital,1_capital
balance_sheet,BS_RESERVES,Quỹ của tổ chức tín dụng,quy_cua_to_chuc_tin_dung,quy_cua_to_chuc_tin_dung,,2_reserves
balance_sheet,BS_OFF_BALANCE_SHEET_ITEMS,CÁC CHỈ TIÊU NGOÀI BÁO CÁO TÌNH HÌNH TÀI CHÍNH,cac_chi_tieu_ngoai_bao_cao_tinh_hinh_tai_chinh,cac_chi_tieu_ngoai_bao_cao_tinh_hinh_tai_chinh,,
balance_sheet,BS_OTHER_GUARANTEES,Bảo lãnh khác,bao_lanh_khac,bao_lanh_khac,,
balance_sheet,BS_LOAN_GUARANTEES,Bảo lãnh vay vốn,bao_lanh_vay_von,bao_lanh_vay_von,,
balance_sheet,BS_FX_COMMITMENTS,Cam kết giao dịch hối đoái,cam_ket_giao_dich_hoi_doai,cam_ket_giao_dich_hoi_doai,,
balance_sheet,BS_COMMITMENTS_TO_BUY_FX,Cam kết mua ngoại tệ,cam_ket_mua_ngoai_te,cam_ket_mua_ngoai_te,,
balance_sheet,BS_COMMITMENTS_TO_SELL_FX,Cam kết bán ngoại tệ,cam_ket_ban_ngoai_te,cam_ket_ban_ngoai_te,,
balance_sheet,BS_SWAP_COMMITMENTS,Cam kết giao dịch hoán đổi,cam_ket_giao_dich_hoan_doi,cam_ket_giao_dich_hoan_doi,,
balance_sheet,BS_FUTURE_COMMITMENTS,Cam kết giao dịch tương lai,cam_ket_giao_dich_tuong_lai,cam_ket_giao_dich_tuong_lai,,
balance_sheet,BS_IRREVOCABLE_LOAN_COMMITMENTS,Cam kết cho vay không huỷ ngang,cam_ket_cho_vay_khong_huy_ngang,cam_ket_cho_vay_khong_huy_ngang,,
balance_sheet,BS_LC_COMMITMENTS,Cam kết trong nghiệp vụ L/C,cam_ket_trong_nghiep_vu_l_c,cam_ket_trong_nghiep_vu_l_c,,
balance_sheet,BS_OTHER_COMMITMENTS,Cam kết khác,cam_ket_khac,cam_ket_khac,,
balance_sheet,BS_MINORITY_INTEREST,Lợi ích của cổ đông thiểu số,minority_interest,loi_ich_cua_co_dong_thieu_so,6_minority_s_interest | 8_minority_interest | 12_minority_s_interest | 13_minority_interest | 13_minority_s_interest,6_minority_s_interest | 12_minority_s_interest | 13_minority_interest
balance_sheet,BS_PLACEMENTS_WITH_CREDIT_INSTITUTIONS,Tiền gửi tại các TCTD khác,tien_gui_tai_cac_tctd_khac,tien_gui_tai_cac_tctd_khac,1_placements_at_other_credit_institutions,1_placements_at_other_credit_institutions
balance_sheet,BS_LOANS_TO_CREDIT_INSTITUTIONS,Cho vay các TCTD khác,cho_vay_cac_tctd_khac,cho_vay_cac_tctd_khac,2_loans_to_other_credit_institutions,2_loans_to_other_credit_institutions
balance_sheet,BS_PROVISION_CREDIT_INSTITUTIONS,Dự phòng rủi ro,du_phong_rui_ro,du_phong_rui_ro,,3_provisions_for_losses_and_risks
balance_sheet,BS_DEBT_PURCHASES,Hoạt động mua nợ,hoat_dong_mua_no,hoat_dong_mua_no,1_debt_purchased | vii_debt_purchased,vii_debt_purchased
balance_sheet,BS_DEBT_PURCHASES_GROSS,Mua nợ,mua_no,mua_no,,1_debt_purchased
balance_sheet,BS_PROVISION_DEBT_PURCHASES,Dự phòng rủi ro hoạt động mua nợ,du_phong_rui_ro_hoat_dong_mua_no,du_phong_rui_ro_hoat_dong_mua_no,2_provision_for_debt_purchased,2_provision_for_debt_purchased
balance_sheet,BS_RECEIVABLES,Các khoản phải thu,cac_khoan_phai_thu,cac_khoan_phai_thu,1_accounts_receivables,1_accounts_receivables
balance_sheet,BS_INTEREST_AND_FEE_RECEIVABLES,Các khoản lãi và phí phải thu,cac_khoan_lai_va_phi_phai_thu,cac_khoan_lai_va_phi_phai_thu,2_interest_and_fee_receivables,2_interest_and_fee_receivables
balance_sheet,BS_DEFERRED_TAX_ASSETS,Tài sản thuế thu nhập hoãn lại,tai_san_thue_thu_nhap_hoan_lai,tai_san_thue_thu_nhap_hoan_lai,10_2_deferred_income_tax_expenses | 2_deferred_income_tax_assets,3_deferred_income_tax_assets | 2_deferred_income_tax_assets
balance_sheet,BS_OTHER_ASSETS_DETAIL,Tài sản Có khác,tai_san_co_khac,tai_san_co_khac,,4_other_assets
balance_sheet,BS_GOODWILL,Lợi thế thương mại,goodwill,loi_the_thuong_mai,6_goodwill | 5_goodwill | v_goodwill | vii_goodwill,5_goodwill
balance_sheet,BS_PROVISION_OTHER_ASSETS,Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác,cac_khoan_du_phong_rui_ro_cho_cac_tai_san_co_noi_bang_khac,cac_khoan_du_phong_rui_ro_cho_cac_tai_san_co_noi_bang_khac,5_provisions_for_risks_in_other_assets,5_provisions_for_risks_in_other_assets
balance_sheet,BS_PLACEMENTS_FROM_CREDIT_INSTITUTIONS,Tiền gửi của các tổ chức tín dụng khác,tien_gui_cua_cac_to_chuc_tin_dung_khac,tien_gui_cua_cac_to_chuc_tin_dung_khac,1_placements_from_other_credit_institutions,1_placements_from_other_credit_institutions
balance_sheet,BS_BORROWINGS_FROM_CREDIT_INSTITUTIONS,Vay các tổ chức tín dụng khác,vay_cac_to_chuc_tin_dung_khac,vay_cac_to_chuc_tin_dung_khac,2_borrowings_from_other_credit_institutions,2_borrowings_from_other_credit_institutions
balance_sheet,BS_INTEREST_AND_FEE_PAYABLES,"Các khoản lãi, phí phải trả",cac_khoan_lai_phi_phai_tra,cac_khoan_lai_phi_phai_tra,1_interest_and_fee_payables,1_interest_and_fee_payables
balance_sheet,BS_DEFERRED_TAX_LIABILITIES,Thuế thu nhập hoãn lại phải trả,thue_thu_nhap_hoan_lai_phai_tra,thue_thu_nhap_hoan_lai_phai_tra,14_deferred_income_tax_liabilities | 5_deferred_income_tax_liabilities | 12_deferred_income_tax_liabilities | 11_deferred_income_tax_liabilities,14_deferred_income_tax_liabilities | 5_deferred_income_tax_liabilities | 12_deferred_income_tax_liabilities
balance_sheet,BS_OTHER_PAYABLES_AND_LIABILITIES,Các khoản phải trả và công nợ khác,cac_khoan_phai_tra_va_cong_no_khac,cac_khoan_phai_tra_va_cong_no_khac,,3_other_liabilities
balance_sheet,BS_OTHER_PROVISIONS,Dự phòng rủi ro khác,du_phong_rui_ro_khac,du_phong_rui_ro_khac,,4_provisions_for_contingent_liabilities_and_off_balance_sheet_commitments
balance_sheet,BS_CAPITAL_CONTRIBUTION_JOINT_VENTURES,Vốn Góp liên doanh,von_gop_lien_doanh,von_gop_lien_doanh,,2_investments_in_associates_joint_ventures
balance_sheet,BS_INVESTMENTS_IN_ASSOCIATES,Đầu tư vào công ty liên kết,dau_tu_vao_cong_ty_lien_ket,dau_tu_vao_cong_ty_lien_ket,,"{'id': '2_investments_in_associates_joint_ventures', 'votes': 4}"
balance_sheet,BS_SHORT_TERM_ASSETS,TÀI SẢN NGẮN HẠN,tai_san_ngan_han,tai_san_ngan_han,a_short_term_assets,a_short_term_assets
balance_sheet,BS_CASH,Tiền,cash,tien,1_1_cash,1_1_cash | 1_cash
balance_sheet,BS_CASH_EQUIVALENTS,Các khoản tương đương tiền,cash_equivalents,cac_khoan_tuong_duong_tien,1_2_cash_equivalents,2_cash_equivalents | 1_2_cash_equivalents
balance_sheet,BS_FVTPL_FINANCIAL_ASSETS,Các tài sản tài chính ghi nhận thông qua lãi lỗ,cac_tai_san_tai_chinh_ghi_nhan_thong_qua_lai_lo,cac_tai_san_tai_chinh_ghi_nhan_thong_qua_lai_lo,,2_financial_assets_at_fair_value_through_profit_or_loss_fvtpl | 1_short_term_investments | 1_trading_securities
balance_sheet,BS_PROVISIONS_FOR_IMPAIRMENT_LOSS_OF_FINANCIAL_ASSETS_AND_MORTGAGES,Dự phòng suy giảm giá trị tài sản tài chính và tài sản thế chấp,du_phong_suy_giam_gia_tri_tai_san_tai_chinh_va_tai_san_the_chap,du_phong_suy_giam_gia_tri_tai_san_tai_chinh_va_tai_san_the_chap,6_provisions_for_impairment_loss_of_financial_assets_and_mortgages | 2_provision_for_diminution_in_value_of_available_for_sale_securities,6_provisions_for_impairment_loss_of_financial_assets_and_mortgages | 2_provision_for_diminution_in_value_of_short_term_investments | 2_provision_for_diminution_in_value_of_available_for_sale_securities
balance_sheet,BS_SHORT_TERM_RECEIVABLES,Các khoản phải thu ngắn hạn,short_term_receivables,cac_khoan_phai_thu_ngan_han,7_short_term_receivables | 1_long_term_receivables | iii_short_term_receivables | i_long_term_receivables,iii_short_term_receivables
balance_sheet,BS_TRADE_RECEIVABLES,Phải thu ngắn hạn của khách hàng,phai_thu_ngan_han_cua_khach_hang,phai_thu_ngan_han_cua_khach_hang,1_trade_accounts_receivable | 1_short_term_trade_accounts_receivable,1_trade_accounts_receivable | 1_short_term_trade_accounts_receivable
balance_sheet,BS_PREPAYMENTS_TO_SUPPLIERS,Trả trước cho người bán ngắn hạn,tra_truoc_cho_nguoi_ban_ngan_han,tra_truoc_cho_nguoi_ban_ngan_han,2_prepayments_to_suppliers | 7_payments_to_suppliers | 2_short_term_prepayments_to_suppliers,prepayments_to_suppliers | 2_prepayments_to_suppliers | 2_short_term_prepayments_to_suppliers
balance_sheet,BS_SHORT_TERM_INTER_COMPANY_RECEIVABLES,Phải thu nội bộ ngắn hạn,short_term_inter_company_receivables,phai_thu_noi_bo_ngan_han,10_short_term_inter_company_receivables | 3_short_term_inter_company_receivables,
balance_sheet,BS_RECEIVABLES_UNDER_CONSTRUCTION_CONTRACTS,Phải thu về XDCB,phai_thu_ve_xdcb,phai_thu_ve_xdcb,4_construction_contract_progress_receipts_due_from_customers | 4_receivables_under_construction_contracts,4_receivables_under_construction_contracts
balance_sheet,BS_OTHER_RECEIVABLES,Phải thu ngắn hạn khác,phai_thu_ngan_han_khac,phai_thu_ngan_han_khac,,12_other_receivables | 5_other_receivables | 5_other_short_term_receivables
balance_sheet,BS_PROVISION_DOUBTFUL_DEBTS,Dự phòng phải thu ngắn hạn khó đòi,du_phong_phai_thu_ngan_han_kho_doi,du_phong_phai_thu_ngan_han_kho_doi,1_5_provision_for_long_term_doubtful_debts | 6_provision_for_short_term_doubtful_debts | 5_provision_for_long_term_doubtful_debts | 7_provision_for_short_term_doubtful_debts,6_provision_for_short_term_doubtful_debts
balance_sheet,BS_PROVISION_INVENTORIES,Dự phòng giảm giá hàng tồn kho,du_phong_giam_gia_hang_ton_kho,du_phong_giam_gia_hang_ton_kho,provision_for_decline_in_value_of_inventories | 2_provision_for_decline_in_value_of_inventories,2_provision_for_decline_in_value_of_inventories
balance_sheet,BS_OTHER_SHORT_TERM_ASSETS,Tài sản ngắn hạn khác,other_short_term_assets,tai_san_ngan_han_khac,,ii_other_short_term_assets | v_other_short_term_assets | vi_other_short_term_assets
balance_sheet,BS_SHORT_TERM_PREPAYMENTS,Chi phí trả trước ngắn hạn,short_term_prepayments,chi_phi_tra_truoc_ngan_han,3_short_term_prepayments | 1_short_term_prepayments,3_short_term_prepayments | 1_short_term_prepayments | 1_short_term_deferred_expenses
balance_sheet,BS_DEDUCTIBLE_VALUE_ADDED_TAX,Thuế GTGT được khấu trừ,thue_gtgt_duoc_khau_tru,thue_gtgt_duoc_khau_tru,8_value_added_tax_to_be_reclaimed | 2_value_added_tax_to_be_reclaimed | 2_deductible_value_added_tax,2_deductible_value_added_tax
balance_sheet,BS_TAXES_AND_OTHER_RECEIVABLES_FROM_STATE_AUTHORITIES,Thuế và các khoản khác phải thu Nhà nước,taxes_and_other_receivables_from_state_authorities,thue_va_cac_khoan_khac_phai_thu_nha_nuoc,taxes_and_other_receivables_from_state_authorities | 3_taxes_and_other_receivables_from_state_authorities,3_taxes_and_other_receivables_from_state_authorities | taxes_and_other_receivables_from_state_authorities
balance_sheet,BS_OTHER_SHORT_TERM_ASSETS_DETAIL,Tài sản ngắn hạn khác,tai_san_ngan_han_khac,tai_san_ngan_han_khac,,5_other_short_term_assets
balance_sheet,BS_LONG_TERM_ASSETS,Tài sản dài hạn khác,long_term_assets,tai_san_dai_han_khac,b_long_term_assets,b_long_term_assets
balance_sheet,BS_LONG_TERM_RECEIVABLES,Các khoản phải thu dài hạn,long_term_receivables,cac_khoan_phai_thu_dai_han,1_long_term_trade_receivables,i_long_term_receivables
balance_sheet,BS_LONG_TERM_TRADE_RECEIVABLES,Phải thu dài hạn của khách hàng,long_term_trade_receivables,phai_thu_dai_han_cua_khach_hang,1_1_long_term_trade_receivables,"{'id': '1_long_term_trade_receivables', 'votes': 6}"
balance_sheet,BS_OTHER_LONG_TERM_RECEIVABLES_LEGACY,Phải thu dài hạn khác,phai_thu_dai_han_khac,phai_thu_dai_han_khac,1_4_other_long_term_receivables,i_long_term_receivables | 5_other_long_term_receivables
balance_sheet,BS_PROVISION_FOR_LONG_TERM_DOUBTFUL_DEBTS,Dự phòng phải thu dài hạn khó đòi,provision_for_long_term_doubtful_debts,du_phong_phai_thu_dai_han_kho_doi,,6_provision_for_long_term_doubtful_debts
balance_sheet,BS_OTHER_LONG_TERM_ASSETS,Tài sản dài hạn khác,other_long_term_assets,tai_san_dai_han_khac,5_other_long_term_assets | v_other_long_term_assets | 4_other_long_term_assets | vi_other_long_term_assets | vii_other_long_term_assets,v_other_long_term_assets | vi_other_long_term_assets | vii_other_long_term_assets
balance_sheet,BS_LONG_TERM_PREPAYMENTS,Chi phí trả trước dài hạn,long_term_prepayments,chi_phi_tra_truoc_dai_han,2_long_term_prepayments | 1_long_term_prepayments | 1_long_term_deferred_expenses,2_long_term_prepayments | 1_long_term_prepayments | 1_long_term_deferred_expenses
balance_sheet,BS_OTHER_LONG_TERM_ASSETS_DETAIL,Tài sản dài hạn khác,tai_san_dai_han_khac,tai_san_dai_han_khac,,5_other_long_term_assets | 4_other_long_term_assets | 5_goodwill
balance_sheet,BS_SHORT_TERM_LIABILITIES,Nợ ngắn hạn,short_term_liabilities,no_ngan_han,i_short_term_liabilities,i_short_term_liabilities
balance_sheet,BS_SHORT_TERM_BORROWINGS,Vay và nợ thuê tài chính ngắn hạn,vay_va_no_thue_tai_chinh_ngan_han,vay_va_no_thue_tai_chinh_ngan_han,11_short_term_borrowings_and_financial_leases | 10_short_term_borrowings_and_financial_leases,1_short_term_borrowings | 11_short_term_borrowings_and_financial_leases
balance_sheet,BS_TRADE_ACCOUNTS_PAYABLE,Phải trả người bán ngắn hạn,phai_tra_nguoi_ban_ngan_han,phai_tra_nguoi_ban_ngan_han,8_trade_accounts_payable | 2_trade_accounts_payable | 1_short_term_trade_accounts_payable,8_trade_accounts_payable | 2_trade_accounts_payable | 1_short_term_trade_accounts_payable
